Date,Open,High,Low,Close,Volume
2018-01-01,437.08428955078125,437.08428955078125,437.08428955078125,437.08428955078125,0
2018-01-02,439.0183038414192,439.0183038414192,425.4802871493817,435.1502990722656,111453605
2018-01-03,435.1502763396761,435.1502763396761,410.0082763358045,413.8762512207031,133810911
2018-01-04,413.87620371557256,415.81020577712883,392.60221072063746,396.47021484375,208104094
2018-01-05,396.47021788941834,408.0742303478976,396.47021788941834,406.1402282714844,157346029
2018-01-08,406.1402399248743,411.94221663840597,398.40423139725203,404.20623779296875,166286236
2018-01-09,408.0742857464444,421.61227243701603,406.14028340747865,411.9422607421875,194215266
2018-01-10,413.8762512207031,421.6122603548751,411.9422489371601,413.8762512207031,132856390
2018-01-11,415.8102089713662,417.7442110477794,404.20622619507117,406.1402282714844,162367572
2018-01-12,408.07421875,411.9421931107103,406.1402167285532,408.07421875,82346259
2018-01-15,410.00826689697817,431.28226184401376,408.07426465795794,425.4802551269531,190749220
2018-01-16,427.4142895339585,437.0843014568424,427.4142895339585,435.1502990722656,141402819
2018-01-17,437.0842877425163,439.01829006641026,425.480273799153,427.4142761230469,101798262
2018-01-18,429.34827844694075,431.2822807708347,425.480273799153,427.4142761230469,87258167
2018-01-19,427.41426923387985,429.348271526601,419.67826006299515,423.5462646484375,77423286
2018-01-22,423.5463127844569,425.4803152969774,415.810302734375,415.810302734375,95597901
2018-01-23,417.7442826711229,429.3482971191406,413.87627785511705,429.3482971191406,127641228
2018-01-24,429.3482596049936,433.216264083034,425.4802551269531,425.4802551269531,87771637
2018-01-25,427.4142503865467,446.7542724609375,421.6122437642295,446.7542724609375,181640539
2018-01-26,450.62230440581317,466.09429332837425,448.68830208021956,462.226318359375,236260943
2018-01-29,464.16028946868965,487.3682861328125,462.2262872731639,487.3682861328125,262180351
2018-01-30,489.30225027598834,493.1702543662306,471.8962318698983,483.500244140625,157123743
2018-01-31,483.5003500973817,516.3783920695041,475.7643402215882,510.57635498046875,258032863
2018-02-01,512.5102566163994,522.1802368164062,506.70822100490307,522.1802368164062,145574447
2018-02-02,524.1143247013468,526.0482972030761,497.038294126534,502.84027099609375,240820312
2018-02-05,491.23626708984375,498.9722458207222,485.43426078004643,491.23626708984375,92973724
2018-02-06,473.83026580317454,475.76426797845147,446.7542650314833,468.02825927734375,214274280
2018-02-07,477.6982950893189,483.50030191801125,464.1603088378906,464.1603088378906,112740548
2018-02-08,462.2262637690701,479.6322529615254,462.2262637690701,466.09423828125,123577223
2018-02-09,448.688300295836,458.35831188534763,448.688300295836,452.5563049316406,117745495
2018-02-12,458.35829994520014,460.29230221272206,448.6882886075905,454.49029541015625,89722923
2018-02-13,458.3583068847656,468.02828868659213,454.49030229116005,458.3583068847656,106749397
2018-02-14,460.2922714817765,479.63226318359375,458.35826934337626,479.63226318359375,139178957
2018-02-15,483.50028639382145,489.30229303622343,475.7642775372855,481.5662841796875,125895632
2018-02-16,481.5662841796875,481.5662841796875,481.5662841796875,481.5662841796875,0
2018-02-19,483.50028174176106,487.3682861328125,479.63227735070956,487.3682861328125,97796618
2018-02-20,487.3682908220895,489.30229303622343,479.6322819655535,481.5662841796875,93884492
2018-02-21,481.5662565735149,491.23626708984375,477.69825236698335,491.23626708984375,112308046
2018-02-22,491.23630458029913,500.9063158346295,489.3023023294331,495.10430908203125,128186884
2018-02-23,497.03830109768774,506.7082824707031,497.03830109768774,506.7082824707031,145599592
2018-02-26,508.64231054834147,514.4442874557526,506.70827866962304,512.5103149414062,148892638
2018-02-27,512.5103385556606,520.246347698232,508.642333984375,508.642333984375,129542725
2018-02-28,508.6423143639297,512.5103187860104,504.7743099418491,506.7082824707031,116300638
2018-03-01,506.70831201496065,516.3783533161724,497.038330078125,497.038330078125,190254861
2018-03-02,495.1042812808493,504.7742919921875,487.36827271177873,504.7742919921875,157515509
2018-03-05,502.84027099609375,512.5103115978557,498.97226662826336,502.84027099609375,142678699
